image,split,true_severity,robust_scale,mean_abs_z,p90_abs_z,p95_abs_z,positive_tail_fraction,negative_tail_fraction
132,validation,1.076534754606134,0.9780896,0.7798478,1.5627751,1.9378749,0.003940123135622615,0.0019348335067637878
133,train,0.8848567890099763,0.73415196,0.5997122,1.1590852,1.3339928,0.0014795785639958377,5.419701699618453e-05
134,train,1.1669377095736295,0.98700804,0.8097615,1.6573257,2.1494093,0.008145811654526535,0.003240981616371835
135,train,1.1530823102398569,0.9642175,0.8085501,1.7095209,2.1963127,0.007262400277488727,0.0035228061047519943
136,train,0.9100505635580984,0.74070054,0.5985982,1.1826292,1.4306928,0.002726109954908082,0.0002764047866805411
137,train,1.228814996328909,1.0141456,0.86467993,1.9164605,2.3896642,0.00823252688172043,0.0067692074228234474
138,train,1.127867272606929,0.94689244,0.7860409,1.5721596,1.9135952,0.008942507804370448,0.0008346340617412418
139,train,1.0781293774855822,0.8196494,0.6934049,1.2147269,1.4243205,0.007121488033298647,0.0006557839056538328
140,validation,0.9535733608060616,0.7753848,0.6321358,1.2548277,1.5447057,0.0028887010058966356,0.0005582292750607007
141,train,0.9236295392928098,0.76869553,0.63282984,1.2773374,1.6666112,0.0014524800554977454,0.0007262400277488727
142,train,1.1972456537349856,0.9438709,0.800811,1.730011,2.2734308,0.008389698231009365,0.005300468262226847
143,train,0.734708339088579,0.55151284,0.46257994,0.9209169,1.1112472,0.0014199618453000346,4.3357613596947624e-05
144,validation,0.805391122657412,0.6789265,0.55915874,1.1292591,1.3174044,0.0008671522719389525,2.1678806798473812e-05
145,train,0.7088599766245179,0.537276,0.4234822,0.86345124,1.0128936,0.00031976240027748875,1.625910509885536e-05
146,train,0.9449790615071056,0.838183,0.6578108,1.2422912,1.603823,0.001783081859174471,0.0014741588622962192
147,validation,0.8730086449612332,0.7943056,0.6491269,1.3250937,1.5971681,0.001279049601109955,9.755463059313215e-05
148,train,0.8917063584030827,0.6947884,0.5699519,1.1239419,1.346566,0.0036312001387443634,0.0001951092611862643
149,train,0.4602984086763455,0.31334302,0.26982272,0.57277894,0.6988322,0.0003251821019771072,0.0
150,train,1.1536612292538662,0.99970615,0.8118931,1.672772,2.163775,0.0034848681928546653,0.005771982310093652
151,train,0.500010721805474,0.27114958,0.29406354,0.6601879,0.8003356,0.0004498352410683316,0.0
152,validation,1.2364336982652373,1.1080563,0.87033254,1.7497376,2.2347348,0.006975156087408949,0.007641779396462019
153,train,0.8384285502012804,0.6219834,0.51024026,0.99539655,1.210317,0.0018589576829691294,0.0001842698577870274
154,train,1.198542994603832,1.0340005,0.8511782,1.8333075,2.3182182,0.005365504682622269,0.00788024627124523
155,train,1.0246066748716398,0.768324,0.6787743,1.2200593,1.4266845,0.007175685050294832,0.00031976240027748875
156,train,1.2453809585712114,0.9799621,0.8297165,1.669684,2.135893,0.012779656607700312,0.0020974245577523414
157,train,0.8299840439141601,0.7720797,0.6095479,1.2012572,1.4153097,0.00042815643426985777,0.00012465313909122442
158,train,0.9137432197311388,0.7926382,0.64890444,1.2806131,1.5596884,0.0025201612903225806,0.0003902185223725286
159,train,0.9404761893460432,0.7020174,0.5948891,1.1414529,1.4044949,0.0040864550815123135,0.0008454734651404787
160,train,0.8169362328038237,0.76039463,0.60126215,1.200249,1.4334217,0.000574488380159556,0.0001029743322927506
161,validation,1.1844240376429012,1.1249092,0.8911052,1.7855452,2.1293561,0.00753338536246965,0.000287244190079778
162,train,0.9094057265483856,0.87248087,0.6827512,1.3803114,1.6473597,0.0005799080818591745,0.00034144120707596255
163,train,1.1070479320465971,0.8840925,0.7682627,1.6971908,2.2612958,0.0076742976066597295,0.0048018557058619495
164,train,1.1545332649081226,0.9743917,0.80006236,1.6458833,2.0614622,0.006438605619146722,0.001951092611862643
165,validation,0.442533699908324,0.27548245,0.24988608,0.53784966,0.6735927,0.00045525494276795007,1.0839403399236906e-05
166,train,1.1448733643800322,1.0058974,0.80661285,1.5754668,1.9650896,0.010270334720776968,0.0012898890045091919
167,train,1.0805257419771188,0.90420896,0.72754467,1.4657363,1.7695373,0.004227367325702393,0.0003577003121748179
168,train,1.1009979581608342,0.8838486,0.7676691,1.6839012,2.147912,0.0020757457509538676,0.00423820672910163
169,train,1.2530329633313029,1.0026828,0.82915473,1.5679814,1.9024242,0.012655003468609087,0.0007912764481442942
170,train,0.7134492473678666,0.6665336,0.54178846,1.1093957,1.3222994,0.00031434269857787025,5.419701699618453e-06
171,train,1.1686397221659737,1.0317312,0.8360381,1.7042615,2.124293,0.007701396115157822,0.00301335414498786
172,train,1.063894557316749,0.8400079,0.69685686,1.2942907,1.5290222,0.006774627124523066,0.00043357613596947626
173,train,0.7827810643832493,0.5768929,0.4729496,0.9470104,1.1164383,0.0009701266042317031,5.9616718695802984e-05
174,train,0.557401101866843,0.4118901,0.34435788,0.7029313,0.85491526,0.00038479882067291016,1.0839403399236906e-05
175,train,0.8376238139495679,0.7383485,0.603036,1.2241138,1.4730202,0.0009050901838362817,4.8777315296566075e-05
176,train,0.4553655044736483,0.2630899,0.2473223,0.52936715,0.6474589,0.00047151404786680543,0.0
177,train,1.2112735731222304,0.9507093,0.8387446,1.7587705,2.3900864,0.0175923517169615,0.003376474158862296
178,train,0.8833570808092257,0.74086845,0.5994858,1.1888809,1.414767,0.001951092611862643,0.0001951092611862643
179,train,0.8643504145368186,0.79688793,0.6491178,1.3283536,1.6006881,0.0008834113770378078,7.04561220950399e-05
180,train,1.099215020096888,0.9087336,0.74452764,1.4153097,1.715144,0.007370794311481096,0.0008779916753381894
181,train,1.1904881823628988,0.98713076,0.7991898,1.5349073,1.8607118,0.012281044051335415,0.0007966961498439126
182,validation,0.4726143285759356,0.2985246,0.2649066,0.5633335,0.67925215,0.0003577003121748179,0.0
183,train,1.1926611187001095,0.96049374,0.826213,1.8532407,2.321173,0.0038805064169268122,0.008134972251127299
184,validation,0.8327184568916745,0.65068936,0.55160534,1.0987917,1.4417965,0.002834503988900451,0.00021678806798473813
185,train,0.6893032889418917,0.5496682,0.44704002,0.9126224,1.0782601,0.0004823534512660423,0.0
186,train,0.4064081877755677,0.28559363,0.26057452,0.5633335,0.6898679,0.0003956382240721471,0.0
187,validation,1.0992004647409586,0.92517537,0.74890643,1.5019484,1.8135517,0.005408862296219216,0.0005636489767603191
188,validation,1.0703953352588478,0.7826127,0.7728647,1.2806131,1.5114424,0.007013093999306278,0.0002764047866805411
189,train,0.3948860766430009,0.21700864,0.19884403,0.43359616,0.5804396,0.0003793791189732917,0.0
190,train,1.1260765913817423,0.993347,0.78325105,1.4742404,1.8871559,0.004400797780090184,0.004563388831078738
191,train,1.1906384036262505,0.95817244,0.79494643,1.6652856,2.1903963,0.005295048560527229,0.006351890391952827
192,train,1.207758710139173,0.96570766,0.8164076,1.6249913,2.09202,0.012291883454734651,0.0013982830385015608
193,validation,0.4791505006178154,0.28485772,0.2760317,0.6203859,0.75827247,0.00042273673257023933,0.0
194,train,0.8126969431107017,0.6345642,0.5365162,1.0417265,1.3411708,0.0028507630939993063,0.0004986125563648977
195,validation,1.2069527589211295,1.0371847,0.8406345,1.7173114,2.1821945,0.007858567464446757,0.004081035379812695
196,train,0.4817800090364847,0.29909837,0.30004352,0.6416374,0.7276828,0.0009050901838362817,1.0839403399236906e-05
197,train,1.2357696655793915,1.0137175,0.84287524,1.7964369,2.3340297,0.00991263440860215,0.006389828303850156
198,train,1.1351632935947698,0.9435968,0.76664805,1.5085835,1.9449592,0.006904699965313909,0.0021733003815469997
199,train,0.7756287343691161,0.65451705,0.51660895,1.0305686,1.2272803,0.0006232656954561221,0.0001517516475893167
200,train,1.1665187914102289,0.9439403,0.7688022,1.4944699,1.9677587,0.011511446409989594,0.0024822233784252516
201,train,0.5020162539570988,0.3131511,0.27415085,0.61698973,0.76802045,0.0002547259798820673,0.0
202,train,0.7702184706614006,0.61697954,0.48687378,0.9757252,1.1578772,0.0008237946583420048,3.251821019771072e-05
203,train,1.141737277667991,0.94972306,0.7310446,1.4031326,1.6717454,0.0053492455775234135,0.0009918054110301768
204,train,0.7402300604131107,0.7037959,0.56608355,1.1593678,1.374657,0.0005853277835587929,5.419701699618453e-06
205,train,1.107567460452047,0.95111823,0.7797888,1.5731419,1.9320793,0.007972381200138745,0.000753338536246965
206,train,1.1818346049135513,1.1604031,0.9199814,1.8331424,2.140783,0.010622615331252168,5.419701699618453e-05
207,validation,1.1461097631784538,0.9548169,0.79549855,1.5447057,1.9205642,0.011506026708289976,0.0009972251127297954
208,train,0.948530920629754,0.782551,0.62650067,1.2294623,1.6248168,0.0019836108220603536,0.001002644814429414
209,train,1.0203926616430143,0.96210253,0.7575251,1.4064176,1.6632389,0.0035336455081512314,0.0002547259798820673
210,train,0.799930128112285,0.53441465,0.45408133,0.89351654,1.0238855,0.0013928633368019425,9.755463059313215e-05
211,train,0.8088545543827286,0.69356924,0.52564144,0.9567417,1.0649787,0.000872571973638571,0.0006449445022545959
212,train,0.5308047820506455,0.31303677,0.27805254,0.5952185,0.7196796,0.0003902185223725286,0.0
213,train,1.149118342239944,1.007857,0.79279184,1.5713617,1.9868811,0.007414151925078044,0.0019456729101630247
214,validation,0.6045346897324735,0.4370213,0.36046666,0.73873127,0.86711633,0.00040647762747138397,0.0
215,train,0.8849518082423847,0.674237,0.559113,1.0871516,1.2923489,0.0038263093999306276,0.0002059486645855012
216,train,1.1725941144389376,1.077231,0.852015,1.692432,2.0667496,0.010530480402358653,0.0006883021158515435
217,train,0.8215465872460668,0.6584256,0.51387334,0.97684425,1.1348826,0.001018903919528269,0.00017885015608740896
218,train,0.9406117664383392,0.8251518,0.6558321,1.2967838,1.5511581,0.0025039021852237254,0.0003035032951786334
219,train,0.9533026098906564,0.8568669,0.65279174,1.2012572,1.4858415,0.0038263093999306276,0.0011218782518210197
220,validation,1.1440814836855495,1.051738,0.8315888,1.6662601,2.1145353,0.0010243236212278877,0.00655241935483871
221,train,0.4692684323730892,0.31625244,0.27548948,0.616754,0.79054046,0.00017885015608740896,0.0
222,validation,0.9493127178254483,0.8059678,0.6447964,1.2831384,1.5290222,0.0033005983350676378,0.0001842698577870274
223,validation,1.1626408426592856,0.9923419,0.80299723,1.6336708,2.067315,0.00528962885882761,0.00301335414498786
224,train,0.8792297109202091,0.7469006,0.60536426,1.2210596,1.447801,0.0012411116892126258,5.419701699618453e-05
225,train,1.0309713406920624,0.8341184,0.7245928,1.305135,1.5119616,0.006828824141519251,0.0001842698577870274
226,train,1.0598960654114271,0.9137823,0.76359034,1.6175026,2.0633838,0.003230142212972598,0.002232917100242803
227,validation,1.0786180500064648,0.8601759,0.71985734,1.2942907,1.5636353,0.00865526361429067,0.0006449445022545959
228,validation,0.9105476873365208,0.76758873,0.63161397,1.2538248,1.5288477,0.0019944502254595907,0.00031434269857787025
229,train,0.9304355015097304,0.7725586,0.62975854,1.2457844,1.6081545,0.002140782171349289,0.0007370794311481096
230,train,0.9642727640623872,0.8383049,0.70123124,1.4268949,1.8002347,0.0027098508498092267,0.0006395248005549775
231,train,0.7607732470281346,0.6440781,0.5248562,1.0631958,1.2544643,0.000574488380159556,0.0
232,validation,1.0550139719012803,1.0144708,0.7923664,1.5738733,1.8871559,0.0016909469302809573,0.0015988120013874436
233,train,1.1777367174219897,0.9250527,0.7833657,1.5290222,1.9155343,0.013039802289281997,0.001338666319805758
234,train,0.95145666471314,0.82315373,0.6547388,1.2890544,1.5956867,0.0023575702393340272,0.000693721817551162
235,train,0.834121336825246,0.82845587,0.61942387,1.1573814,1.3583996,0.0002818244883801596,0.0003956382240721471
236,train,1.231128077823031,0.992719,0.8394028,1.7217505,2.207861,0.01243279569892473,0.002054066944155394
237,train,0.7789789123281858,0.6413624,0.5115074,1.0323344,1.2199975,0.0008508931668400971,4.3357613596947624e-05
238,train,0.9037135665695286,0.711086,0.5824026,1.1282082,1.3539014,0.0036095213319458897,0.0004173170308706209
239,train,1.0508569183445255,0.9315171,0.75172555,1.40075,1.620954,0.005934573361082206,7.587582379465834e-05
240,train,0.9009136008332572,0.8867238,0.6953363,1.3881704,1.6565086,0.0012411116892126258,0.0002818244883801596
241,train,1.1434214162983976,0.9608301,0.7986784,1.6553408,2.1351423,0.008086194935830732,0.0028507630939993063
242,validation,0.9257026760868012,0.7780263,0.6404898,1.2806131,1.5340736,0.0024930627818244883,0.0001625910509885536
243,train,0.8652968281404169,0.75774467,0.6068229,1.2200526,1.4553872,0.0013061481096080473,0.0001842698577870274
244,train,0.3196820385097267,0.15519957,0.16621871,0.34373364,0.4298456,0.0004389958376690947,0.0
245,train,1.188333539391302,0.8994839,0.78550935,1.5209644,2.18532,0.01930497745404093,0.0018806364897676032
246,train,0.9040601530078668,0.7892072,0.63190866,1.2504835,1.4894505,0.0017072060353798128,0.0002547259798820673
247,train,0.5836623018626741,0.4184134,0.3429116,0.70039946,0.832943,0.00043357613596947626,0.0
248,train,0.7545846036547154,0.6855889,0.5259942,0.9753779,1.0972,0.0006449445022545959,0.00012465313909122442
249,train,0.9418203493700398,0.8991763,0.7171614,1.466411,1.7533463,0.0008400537634408602,0.0004118973291710024
250,train,0.9514101208723112,0.79201895,0.64765906,1.2391241,1.4334583,0.0020649063475546305,0.0003902185223725286
251,validation,0.9555668207595271,0.7587408,0.64171594,1.29326,1.6966058,0.0030729708636836627,0.0006991415192507804
