image,R_z_mean,R_z_std,R_z_skew,R_z_kurtosis,G_z_mean,G_z_std,G_z_skew,G_z_kurtosis,B_z_mean,B_z_std,B_z_skew,B_z_kurtosis,severity_mean,severity_median,severity,severity_group,split
15,-0.1138593913253681,0.8541837309472117,1.1558435117266423,12.654556297146456,0.1514861681197196,0.8903926663642866,0.9994815105753804,11.344955741861773,-0.1357155888790323,0.8649571204052556,1.2665563943749978,13.290166785489994,0.8698445059055846,0.8649571204052556,0.8649571204052556,Medium,train
16,-0.1790151242350071,1.240633560271749,-0.1224137673549982,-0.0229836833935652,-0.1452042535937571,1.2490527927121844,-0.0477824842884764,-0.0249056598232133,-0.2040830162072093,1.235008591470041,0.0536785736848629,-0.0724788080999903,1.241564981484658,1.240633560271749,1.240633560271749,High,train
17,-0.1132500313088367,0.8368970857771794,0.1168139804780336,2.1132156912910176,-0.0862917360040532,0.8390743571501175,0.1156308647760153,2.7949144349892574,-0.0831977248795694,0.8430095951987129,0.283856438628336,4.480372395615852,0.8396603460420032,0.8390743571501175,0.8390743571501175,Medium,train
18,-0.1342410391999959,1.213337794055492,0.2677956993073581,0.6409066671258397,0.3173221012861689,1.1922010992267698,0.3279591000557211,1.4190344007158415,0.3386498124465612,1.214148883411866,0.4210050082865462,1.4444756015050515,1.206562592231376,1.213337794055492,1.213337794055492,High,train
20,0.1435481766253118,0.7681281221950583,0.3751868138380692,5.834828708340311,0.1198260838059742,0.7776645287349571,0.4323142739379716,6.785179924825714,0.1025345945073088,0.7657688792076879,0.5634764447297208,9.302462012003984,0.770520510045901,0.7681281221950583,0.7681281221950583,Medium,train
21,-0.1572648103801204,1.043959870845047,0.8741685063440132,6.447088083736714,0.322790707247045,1.106304356876785,0.5838328390393601,4.417688868086652,-0.2257367134631206,1.019678869335029,1.0255456393973774,9.430042515038895,1.0566476990189535,1.043959870845047,1.043959870845047,High,train
22,-0.1425582350352491,0.7632083179328683,1.0806354470300634,13.646217301770276,-0.1379511496423044,0.7555914868778114,1.360810873765638,19.76231096619543,-0.1265827396428819,0.7776844565456991,1.2672844517823585,16.36560168324692,0.7654947537854596,0.7632083179328683,0.7632083179328683,Medium,train
24,0.1967742455429131,1.2171950449988873,0.0442637892889778,0.7731748765629756,-0.1937235790438319,1.2146934398443432,0.0695211338541305,1.368265073241135,0.2927262407642503,1.2186152878869927,0.2904952552828596,1.467622930462067,1.2168345909100744,1.2171950449988873,1.2171950449988873,High,train
25,0.0805902687970033,0.9375029722472852,0.0045853167691482,2.179661839150872,0.1201434260565429,0.9421873088730311,0.0976796775655482,2.907780421005831,-0.0975044876405924,0.9397146638406906,0.1960584285815479,2.756563825313557,0.9398016483203356,0.9397146638406906,0.9397146638406906,Medium,train
26,0.112965900756392,0.8499251462429648,-0.0630586860507203,0.2103734021563137,-0.1066772803682959,0.8547462103069285,-0.0209236676326175,0.3918700042582896,0.0951038689189118,0.8361371198777363,0.2346787049364469,1.550017258099362,0.84693615880921,0.8499251462429648,0.8499251462429648,Medium,train
27,-0.1853432163075897,0.9078644367263634,0.6561299623449901,4.987038998031112,0.0885572241829796,0.912027635028668,0.9079371249636972,9.557038158552649,-0.175086460362725,0.8890916763560447,1.2575444646295229,12.540233049782112,0.902994582703692,0.9078644367263634,0.9078644367263634,Medium,train
28,-0.0571685797823132,0.4742839165599703,3.838002658609466,88.78253375091718,-0.0770410340049853,0.4742470820773592,4.562629273009621,113.41872240868302,0.0181094045882002,0.497582858949173,4.901071521101651,123.42392431774402,0.4820379525288342,0.4742839165599703,0.4742839165599703,Low,train
29,0.3206727160551882,1.1638577870971565,0.8591284752298315,4.785523352925279,0.2670836673634961,1.1040429170560146,1.0920490941743588,8.334179635745757,0.3396504726419994,1.13558385827009,1.1174701424577298,7.614507952158721,1.134494854141087,1.13558385827009,1.13558385827009,High,train
30,0.0955163151406026,0.7908523023126072,-0.7970768215747991,0.0518427362357454,0.0616285481692995,0.8003541425691472,-0.719040560467581,-0.1271207943054415,0.2201424362076942,0.7921288291691372,-0.5671105448263618,-0.333224177617208,0.7944450913502972,0.7921288291691372,0.7921288291691372,Medium,train
31,0.113398011969404,0.9341179382804524,0.2414008143613699,1.0866627220362357,0.098922962374761,0.952163584660524,0.2070241857406261,0.9902410911960744,0.1244423990742337,0.9250427188381688,0.5719780036003511,4.4976723860175065,0.9371080805930484,0.9341179382804524,0.9341179382804524,Medium,train
32,0.1224217088844112,0.8599499103779575,0.4274020077371341,3.652762164083884,-0.1497841314374456,0.8772104178438019,0.4298612140498179,3.626495091771683,-0.1494715239742939,0.8571084375622307,0.6222314540179139,5.665752119717748,0.86475625526133,0.8599499103779575,0.8599499103779575,Medium,train
33,0.3813410786299881,1.260283240965954,0.5905481739334362,3.0903533717822764,0.3395217488474419,1.228323136990939,0.7037334036025317,4.8291890528494825,0.3581097135844772,1.246939019979685,0.7236295014069299,4.264913499905833,1.2451817993121927,1.246939019979685,1.246939019979685,High,train
34,0.2543944722613928,1.142152303179467,0.6627246704708356,2.877428619907908,-0.2306759136740185,1.0926202703257577,0.93980040677068,5.185664361229017,0.2538052716267122,1.1420454716794235,0.7103415826619667,3.1589381004473465,1.1256060150615494,1.1420454716794235,1.1420454716794235,High,train
36,0.1267885139386361,1.2315807374614651,-0.2644955452438269,0.5199516832105577,0.1380037908435896,1.2312728574245029,-0.1969402287267927,0.4580072229437233,-0.138107976914635,1.253450685186184,-0.1007325180921302,0.3423690925209364,1.238768093357384,1.2315807374614651,1.2315807374614651,High,train
37,0.0924774005379759,0.8723210703148772,0.1426120442693982,1.1806798257514073,-0.1027874561864582,0.8927374439467008,0.1654232462783864,1.4425188247777347,0.1018238303947715,0.8724590208763536,0.1672388421474948,1.8383823187374928,0.8791725117126439,0.8724590208763536,0.8724590208763536,Medium,train
38,-0.0748733809331922,0.4926031673789838,2.4485731879922854,49.409023052873145,-0.0352097943527305,0.4933853413401734,2.592839596169829,55.16330990031589,-0.0826364924993307,0.5120122485972726,2.883102344289445,59.85169656687556,0.4993335857721432,0.4933853413401734,0.4933853413401734,Low,train
39,0.2169355935857057,1.0633759046513638,0.1050512380054563,0.1339533701245665,-0.2143999065538691,1.0566095805041311,0.192465451854028,0.3314156185783736,-0.2047213621483352,1.0727546872708962,0.2490494864337022,0.5123543249551354,1.0642467241421305,1.0633759046513638,1.0633759046513638,High,train
40,0.2269951903232528,1.1301474947274035,0.378966774149625,2.8877736052990635,-0.14217514115653,1.0772061095168333,0.4759248385569365,3.829950268643072,-0.1593615331025324,1.0810990786993138,0.5567869792419432,4.564527271095978,1.0961508943145168,1.0810990786993138,1.0810990786993138,High,train
41,-0.1591384411730199,0.9047260248152852,0.524913997335083,5.225038497735236,0.0561502473519095,0.9298247753279087,0.551587104420338,5.994191811332275,0.1051785532503138,0.9014355731979428,0.5735794069694164,6.680752120473816,0.9119954577803788,0.9047260248152852,0.9047260248152852,Medium,train
42,-0.1447555630161411,1.1306222303883908,0.195889126869194,0.5566772710168708,0.1857953242013569,1.1416232207613346,0.2406404851132211,1.3080954967273015,-0.1169698065688763,1.1118350512863344,0.4716098823338584,2.4628894590993475,1.1280268341453532,1.1306222303883908,1.1306222303883908,High,train
43,-0.1871425788140695,1.229648273286486,-0.0261115323814858,0.3401229491939537,-0.1602980070121831,1.2327116704926273,0.0586272387192888,0.545856630640599,0.1277705679105078,1.225081098697343,0.0879414629116094,0.4788057006067303,1.2291470141588188,1.229648273286486,1.229648273286486,High,train
45,0.1048831466553056,0.7683589385328544,0.163827816014825,2.241730105190106,-0.0883547438189392,0.7583305732078472,0.5452732588158614,7.19790804598194,0.1281368342856088,0.7666932740152291,0.4632929908036157,5.804796699870328,0.7644609285853102,0.7666932740152291,0.7666932740152291,Medium,train
47,0.0237522971624046,0.4834380375812671,1.0588933692884943,17.850179813561258,0.0466382071501461,0.49442387770529,1.1451018878877948,20.70707149189204,-0.0785996630767777,0.4906632677805814,1.97339077238552,41.030421916940575,0.4895083943557128,0.4906632677805814,0.4906632677805814,Low,train
48,-0.1707155539542952,1.1938467045316783,0.5479391453269488,1.653586713373758,0.3005923992365382,1.2106759809004162,0.667462358025556,2.603358004467273,0.2461955175740084,1.2111321770418864,0.7174823392223801,2.734821606678689,1.2052182874913269,1.2106759809004162,1.2106759809004162,High,train
49,-0.1629894642025623,1.1429067364241876,-0.2471160082726238,0.6143024142482894,0.1698869925275248,1.1200606446923027,-0.2393022797645495,0.7827266927650891,0.1568198658790021,1.1339737147632225,-0.2123216358179453,0.7766493348182366,1.132313698626571,1.1339737147632225,1.1339737147632225,High,train
50,0.0949882966709784,0.9236726877851004,0.6052860173416,4.670496460401351,0.1019884475016389,0.9455600872873348,0.5877815390470659,4.794856015997581,-0.1842029884767794,0.9099056817624104,0.9658571254657408,8.843023173688916,0.9263794856116152,0.9236726877851004,0.9236726877851004,Medium,train
51,-0.1880908707654471,0.6004837934417665,2.236673944371164,36.71955688795017,-0.1929430081863856,0.6279767433079326,1.7697199764309184,27.14044077551693,-0.2628059101709116,0.5938850076158196,3.420095628496871,65.45121469866842,0.6074485147885063,0.6004837934417665,0.6004837934417665,Low,train
52,-0.1814825386272364,1.2535943046751092,0.3576569972718428,0.6290311160022557,0.2589306975500122,1.2450323477857703,0.2617017683337566,0.7513442529569976,0.3137195764922785,1.275569720747004,0.4724690287134804,1.4951219331921075,1.2580654577359611,1.2535943046751092,1.2535943046751092,High,train
53,0.1894012221005204,1.1773278936725695,0.0909352207831534,0.4354281683497851,-0.1422119940235623,1.1599366747696136,0.2293718020197353,0.8444264340033727,0.1680846694641274,1.1752780911248304,0.245518275524927,0.8098788469295748,1.1708475531890046,1.1752780911248304,1.1752780911248304,High,train
54,0.0149061586630323,0.5855472973954647,1.028661039096981,17.825984001700743,-0.0834437289023206,0.6042873300681462,1.1794173362827185,20.14217344707702,0.0020867832507386,0.5900214479139739,1.1227601835632468,18.642681407601263,0.593285358459195,0.5900214479139739,0.5900214479139739,Low,train
55,0.1749112426448413,1.0722110850416735,0.2840702686032928,2.280938927082904,-0.2628285821678632,1.0379588008137726,0.3910362661055824,3.3563924100244016,-0.244836071562935,1.0111361783541095,0.6490975998763637,6.226685632987941,1.0404353547365186,1.0379588008137726,1.0379588008137726,High,train
57,0.2358570857686503,1.2484028784315546,0.518904684664165,1.9952275947970648,-0.1296964853856835,1.1975968940511177,0.7222287283748002,3.7213953560194257,-0.1568419438314556,1.208139322615564,0.7291361144727648,2.9278962425428228,1.218046365032745,1.208139322615564,1.208139322615564,High,train
58,0.2502428222693397,1.2349097985191304,0.2388012460623637,1.5220015020925564,0.2578134337419991,1.2303075696678265,0.3502284397520793,2.253027207155016,0.2810143262015779,1.2370021918661565,0.3501519969088616,1.703598682897722,1.2340731866843713,1.2349097985191304,1.2349097985191304,High,train
59,-0.087592432836987,0.4953289563579425,1.1404627533780205,17.320523777318538,-0.0862195144021323,0.5107143526397243,1.07991804014869,18.82566078552389,-0.0476421347604567,0.5153886143893142,2.960386458060756,61.65343055736247,0.507143974462327,0.5107143526397243,0.5107143526397243,Low,train
60,-0.0056554104797424,0.5744961451985298,0.9858989689253486,16.050068728041236,0.0209657339038022,0.5914814946320304,1.1117453836515552,20.175265982938107,-0.0900504399102407,0.5813411350261203,1.3495269355295267,23.780776641733564,0.5824395916188935,0.5813411350261203,0.5813411350261203,Low,train
62,-0.1714451151585549,1.238987850461135,-0.0748768163724535,0.6202635705388126,0.1363987146341896,1.2225559980675662,-0.1682619671903777,1.2266569692861946,0.1564655856357366,1.23633994945441,0.097074082660157,0.947089341675274,1.2326279326610372,1.23633994945441,1.23633994945441,High,train
63,0.1417415887271794,1.1737789906789533,-0.1079973727457909,2.574393537842118,-0.3011938548045325,1.1539694155387217,-0.0566514911937149,3.346724521734995,0.2031352802227073,1.1798200121289544,-0.0908173938158188,3.0353737423007887,1.16918947278221,1.1737789906789533,1.1737789906789533,High,train
64,-0.1078508313630886,0.9371091287196258,0.3199865960498812,2.466730806764536,-0.1125366037621109,0.9519094054498916,0.3278607798929155,3.2323267142552385,-0.0752481542156023,0.9327351011568888,0.4988639130389805,4.07439095775776,0.940584545108802,0.9371091287196258,0.9371091287196258,Medium,train
65,-0.1847055678474309,1.1445324766981575,0.4428535204552416,3.328622798054248,0.268256236412541,1.156909403025252,0.4266121389576843,4.853640941456218,-0.1956135895015209,1.128149407900933,0.4782121833820263,5.288356346289667,1.1431970958747808,1.1445324766981575,1.1445324766981575,High,train
66,-0.1330736930301101,0.8248476166275676,0.3680061268761249,3.2888915976741417,-0.1359902923345587,0.8314247073917739,0.4154197869591743,4.336491277660428,0.0866781074324503,0.8262537628303542,0.538842212758286,5.36082082877839,0.8275086956165653,0.8262537628303542,0.8262537628303542,Medium,train
67,-0.217334727930746,0.6107341415313532,3.3482693576393303,61.529179371525615,-0.0682358605899879,0.6406363604019379,3.2087625626172334,59.49825482925762,-0.2674731236808352,0.5854786196821663,5.718808829227501,126.15626477168178,0.6122830405384857,0.6107341415313532,0.6107341415313532,Low,train
68,-0.1965294146014678,1.0620458130138792,1.245058518676071,6.949315558647264,-0.2415675016184005,1.0849409652605524,1.230038068883693,7.649032618500257,-0.1009337505431056,0.997490943133228,1.8357009074614528,15.583727184574132,1.04815924046922,1.0620458130138792,1.0620458130138792,High,train
69,0.1578733680496019,1.2542040583543828,0.0361426160147008,1.1872346615024183,0.2134728097119263,1.2318486928013583,0.0088980542678063,1.3670650918346707,-0.1706857039754624,1.24108525592909,0.1283168626798456,2.0075878168409425,1.2423793356949435,1.24108525592909,1.24108525592909,High,train
70,-0.0919073388776262,0.910258525453374,0.0245876900117776,0.9312192736295444,0.1196393597651465,0.9142694104475144,0.0249750940398283,1.0802674072478888,-0.1177091117513866,0.9150506775674412,0.0124376199279038,0.7241812098236524,0.91319287115611,0.9142694104475144,0.9142694104475144,Medium,train
71,-0.1468541438500313,0.8472290912416631,0.8965960483211193,10.084037861311606,0.0804061895838451,0.8585697785309073,1.0081806840206191,12.896939108813894,0.046725513358384,0.8318436292619276,1.245422524422882,17.12577320821107,0.8458808330114994,0.8472290912416631,0.8472290912416631,Medium,train
72,0.2485971909089689,1.1539539820055549,0.501619759224244,2.959731848860807,-0.2000080593406788,1.1470071480249582,0.5735225367932958,3.14455111814398,-0.1357972122856687,1.1401458837105207,0.5656840083041131,3.0443330592490048,1.1470356712470111,1.1470071480249582,1.1470071480249582,High,train
73,0.0137030570114628,0.6201027273807035,0.9925026371064124,19.2632012536526,-0.0022458411264601,0.634103261141058,1.2270976926408823,24.738731354255805,0.0026237230519047,0.6169606712006681,1.189164331482689,22.41493249306569,0.6237222199074766,0.6201027273807035,0.6201027273807035,Low,train
74,-0.1776011380564804,1.2009906956685974,-0.0808714119320874,-0.3935823269768113,-0.1694405951553134,1.190443233685803,-0.0676521183386914,-0.4184244123504244,0.1099718925534298,1.1725350160119377,-0.1005382165916476,-0.4338474651728559,1.187989648455446,1.190443233685803,1.190443233685803,High,train
75,0.1781025231385828,1.1554826921162331,0.235896784740655,0.2511078755267224,0.2812503773561915,1.163695107725764,0.2972789766539004,0.4901649497912403,-0.1682597045284398,1.1602031487780902,0.3893176003079989,0.6180547605935729,1.1597936495400292,1.1602031487780902,1.1602031487780902,High,train
76,-0.1107727017364341,0.5929433086281547,2.8248297507760207,53.07430975944887,-0.2130452466397844,0.6114935963847532,3.226722203276007,63.89096544357784,-0.1090157767859633,0.583410814854973,4.711415265610251,104.34993945732352,0.5959492399559604,0.5929433086281547,0.5929433086281547,Low,train
78,0.0236446237016058,0.550457239401059,1.0750098886387986,15.453580194853746,0.0792266031440743,0.5660007135070242,1.058715228472937,15.99843089751812,-0.0447276552610139,0.5609834539588535,1.4907220657121187,24.76728614337693,0.5591471356223122,0.5609834539588535,0.5609834539588535,Low,train
80,-0.1725142706164394,1.102031239701893,0.9912732584678128,5.513017810104476,-0.2327169039201842,1.1689964716844954,0.7782348781306213,3.543388710199784,-0.125934701783584,1.0708181833343624,1.265753411324118,8.771600205931447,1.1139486315735836,1.102031239701893,1.102031239701893,High,train
81,0.1525134856489325,1.2280484087098706,0.0809520178249637,1.0745048621874114,0.2094934468824545,1.2245387891410482,0.012636992219232,1.4874609896720017,-0.2480127618047915,1.224621060466384,0.0466299480036218,1.7925955228862556,1.2257360861057676,1.224621060466384,1.224621060466384,High,train
82,-0.1805948469177923,1.086807354341765,0.1322695227255062,0.0062390711282271,0.1521775155550342,1.080945102699358,0.1470601919668165,0.0645925851431337,0.1592009679824978,1.081315066866462,0.1478129418818528,0.145772312861141,1.083022507969195,1.081315066866462,1.081315066866462,High,train
83,-0.0612862387952542,0.4921358703590843,1.685248907498225,32.69252912716047,0.0397802591338178,0.4865464431090073,1.7321192278619622,35.058169489588416,-0.0835307834504375,0.5097487033591823,1.9320189143065616,39.75001858249307,0.4961436722757579,0.4921358703590843,0.4921358703590843,Low,train
84,0.1897502872339012,1.1355299569821675,0.0355137861338109,0.4516178088774456,-0.179956852900346,1.1178951438793252,-0.0659557341011482,0.458983522671724,0.234354405351598,1.1634544495544328,0.1010062576926899,0.883230431566314,1.1389598501386418,1.1355299569821675,1.1355299569821675,High,train
85,0.2309203648514826,1.205135049282289,0.348398325738415,2.173934164751235,-0.1943116415146575,1.1705589017191624,0.4575828762073969,2.6395224362314105,0.2715302083885449,1.213440974660683,0.4149778999682431,2.061645455069129,1.1963783085540447,1.205135049282289,1.205135049282289,High,train
86,0.2272316558513681,1.188386974495638,0.2778676633464047,1.2988438797511366,-0.1710360930318453,1.1598923012768212,0.3377208396033642,1.954269432643887,0.3171833680661332,1.18635117458766,0.45918619664925,3.113765796191495,1.1782101501200395,1.18635117458766,1.18635117458766,High,train
87,-0.0981969650552312,0.9582680242064202,0.0156467819957832,0.4553839971063085,0.0927214647886677,0.9579490488383416,0.1516505396453756,1.2321601218136644,-0.1510467306303147,0.936054292162854,0.4251211406050477,3.0698877016100106,0.950757121735872,0.9579490488383416,0.9579490488383416,Medium,train
88,-0.198237650662516,1.1039240401494297,0.1291931345686756,0.730815423974823,0.2507486494346657,1.0694911484695078,0.0478368052826906,1.9134536308057664,-0.1415686816984478,1.0834695886825372,0.4072394543020495,1.941142306131037,1.0856282591004918,1.0834695886825372,1.0834695886825372,High,train
89,0.1136322612911731,0.8113882237170293,1.0432504848691722,16.527556214122914,0.0790840493811052,0.8188240693504951,1.118608633477527,18.66794484571877,0.0723144568322155,0.8233645549730535,1.144997608028273,19.58885957210085,0.8178589493468594,0.8188240693504951,0.8188240693504951,Medium,train
91,-0.2242004702788656,1.187512959802359,0.0616361317271374,0.8255665105717065,-0.2231150223943978,1.1847067557580924,0.0046434047882097,1.0663910713603082,-0.2046960609609915,1.220229366624363,-0.0362652088443702,1.7096908535407565,1.1974830273949382,1.187512959802359,1.187512959802359,High,train
92,0.0804568446369516,0.8623060708671223,0.5289910477284155,4.319908432711023,-0.1174009983389478,0.8533095673524976,0.7202294234420026,7.220283031074217,-0.1427722076863788,0.852640260119875,0.8760802885479727,8.847497976334669,0.8560852994464984,0.8533095673524976,0.8533095673524976,Medium,train
93,-0.2169649547405454,1.1951535949495589,-0.3736227040976372,-0.01530729801545,0.1464455869932352,1.1717025774526544,-0.31509670943683,-0.1071246072245761,-0.1534135624192006,1.1954952569314894,-0.1560709810473687,-0.223371233615691,1.1874504764445677,1.1951535949495589,1.1951535949495589,High,train
94,-0.1880746444177224,1.1884839542432022,0.1019576909540322,0.6552270801595701,-0.2489260463865852,1.18625777311656,0.1923489211341231,1.093401832494214,-0.1446204622975125,1.1771799288009588,0.2573526768795697,1.0556020335334717,1.1839738853869068,1.18625777311656,1.18625777311656,High,train
95,-0.0659292640228976,0.5318555263834059,4.100929864254868,89.90596412001167,-0.2490437264286709,0.5413870608467208,5.035445968010633,117.92819939714856,-0.2403326820141646,0.5398800617720868,6.024873992093975,144.447006493545,0.5377075496674045,0.5398800617720868,0.5398800617720868,Low,train
96,-0.0749036240196083,0.9705898097369612,0.0572581039807378,-0.1437692007275846,-0.0797762429056868,0.9728393910331264,0.0814705717928622,-0.1104268846750389,0.0873252048105539,0.9548694276195954,0.0743970013570378,-0.1013566508712187,0.966099542796561,0.9705898097369612,0.9705898097369612,Medium,train
97,0.1627524354898658,0.8517061813588189,-0.3982592828077269,-0.0753553755803442,-0.0213991743569695,0.8716061853707274,-0.2807997354284154,-0.0025712834787392,-0.0429560035211696,0.8754029893846345,-0.2223314127422004,-0.0716027746021064,0.8662384520380603,0.8716061853707274,0.8716061853707274,Medium,train
99,-0.1224732409102115,0.4264857603899512,7.379011371516959,208.83393096748588,-0.2148797788122607,0.439266287974998,10.690977687287551,340.8120999542802,-0.165949147073354,0.4409325390001244,9.561485817321126,283.1021190052397,0.4355615291216912,0.439266287974998,0.439266287974998,Low,train
100,0.1872280935267722,1.1130080569012148,0.2946138563397966,1.133899683924955,-0.1468819760711095,1.1049679376879251,0.3347367489469114,1.4848316457449746,-0.2287117560380732,1.0894076909171282,0.2944019594560329,1.185608353984124,1.1024612285020894,1.1049679376879251,1.1049679376879251,High,train
105,-0.080007066391298,0.8423618426493493,0.0796147279135781,0.3682496594515028,-0.1170543659888815,0.8508686567813574,0.1328670428928177,0.6302079841327703,-0.1015522654522848,0.8384010940671738,0.1830233648226424,0.8868698446576588,0.8438771978326268,0.8423618426493493,0.8423618426493493,Medium,train
106,-0.1742964048245171,0.4701433662840484,4.718749641938647,117.71892477546648,-0.0762746887003361,0.4768270015289073,6.245000302041648,171.58191076769626,-0.110238948551698,0.4709789209047453,5.47128949688129,141.38390287059545,0.4726497629059003,0.4709789209047453,0.4709789209047453,Low,train
107,-0.18538430824107,1.2071179764943356,0.3486711935527211,0.829482564247201,0.2244884546905755,1.2274056915267566,0.2162024923021425,0.7729693256461863,0.2404131111306659,1.2305732271819585,0.3622439649019807,1.3676789706846026,1.2216989650676835,1.2274056915267566,1.2274056915267566,High,train
108,0.1042748400641052,0.870681797326158,-0.0075998549187451,1.5722620368174276,0.1270361730344355,0.8673926594129586,0.1373309454208124,3.770845091257645,0.1178320121334449,0.8691264623766993,0.3040452113538353,3.1373466620125567,0.8690669730386054,0.8691264623766993,0.8691264623766993,Medium,train
109,0.0964651564433713,0.8748115262822712,-0.1071222558456555,0.5881265875996582,-0.0787874858794572,0.8920903656408872,-0.069671502473639,1.0797761919950206,0.1025239518137998,0.8687825102467674,0.088274861659649,1.3249290905538,0.8785614673899752,0.8748115262822712,0.8748115262822712,Medium,train
111,-0.1699823416338707,1.2069113562292155,0.3255598242022234,0.8085565641898138,0.1661315439583132,1.2195408901349245,0.3118259567162342,1.3186108081252828,0.2189905997967584,1.2197948729699004,0.5204461336731779,2.307799823500938,1.21541570644468,1.2195408901349245,1.2195408901349245,High,train
113,-0.0447774408757198,0.567883179995694,0.7280825291470227,8.866520557626464,-0.0316046190795164,0.5886364517170632,0.3243862457270617,3.612101857146601,-0.0943215521086012,0.5879714616850055,1.95279726164754,34.74525297205737,0.5814970311325877,0.5879714616850055,0.5879714616850055,Low,train
114,0.0664183250386832,0.4479605867645615,0.7232293928501003,12.01118515375445,-0.0008789827659025,0.453572878857604,1.062707404469413,21.60794710734399,-0.0408678890392209,0.4480927823173178,1.3033751249856582,26.14634241107374,0.4498754159798278,0.4480927823173178,0.4480927823173178,Low,train
115,-0.2140304232381292,0.8397226390195973,1.434044327674816,14.43239424015269,-0.2071887219593972,0.8739665868570535,1.536355989228241,16.619477479197837,-0.2486108593390465,0.7825955905517993,2.4815377792148205,33.80661634138525,0.8320949388094833,0.8397226390195973,0.8397226390195973,Medium,train
117,0.2363793954401124,1.1168087654388277,0.5028297829078652,3.173805063631052,0.3057069901669224,1.072874051175885,0.5878786884478059,4.988009015055146,0.3422465376407743,1.1042246393635586,0.9616650237816564,7.984806248383453,1.097969151992757,1.1042246393635586,1.1042246393635586,High,train
